image_number,image_name,pixel_diff,centroid_diff,gradient_diff,thickness_diff,total_diff
105,105_binary_borders.png,0.5367171582956861,0.2899831069374769,0.0,0.18761857214178732,0.2535797093437376
106,106_binary_borders.png,0.6002303126937727,0.22706843300099186,0.1448503152266527,0.23085371942086869,0.3007506950855715
107,107_binary_borders.png,0.7324829480024803,0.3995140037283724,0.2668173149716516,0.5768347478781827,0.4939122536451718
108,108_binary_borders.png,0.3622995836655151,0.29972609254738647,0.34990838478356623,0.0417373939091363,0.2634178637264011
109,109_binary_borders.png,0.6756134290016831,0.2325852270494499,0.3641198651838983,0.5728407388916625,0.46128981503167343
110,110_binary_borders.png,0.597129949508371,0.6049683251554783,0.4275222854267544,0.19520718921617575,0.4562069373266948
111,111_binary_borders.png,0.46567455044733813,0.15459614421724938,0.2357323206859231,0.28447329006490263,0.28511907635385336
112,112_binary_borders.png,0.37301798210647535,0.33050086557625985,0.1573313218278497,0.040838741887169246,0.22542222784943852
113,113_binary_borders.png,0.3329790061121446,0.29318338820548256,0.32896270197447025,0.07478781827259111,0.25747822864117215
114,114_binary_borders.png,0.4434405173177429,0.38383683950647235,0.3508672094666181,0.004193709435846231,0.2955845689316699
115,115_binary_borders.png,0.46549738683674374,0.3430906674961707,0.4178368218292378,0.290664003994009,0.3792722200390403
116,116_binary_borders.png,0.23403312959518116,0.2734023271357428,0.47354003058561067,0.32970544183724415,0.3276702322884447
117,117_binary_borders.png,0.29577464788732394,0.3078316005614602,0.36311341362906646,0.21777333999001497,0.29612325051696636
118,118_binary_borders.png,0.4209407387722562,0.2584049622773515,0.4121761398332532,0.017573639540688968,0.27727387010588744
119,119_binary_borders.png,0.4406058995482328,0.275796139534837,0.344698562509848,0.06510234648027959,0.28155073701829936
120,120_binary_borders.png,0.760031889449907,0.04448389674731402,0.3401672161915672,0.7554667998002995,0.4750374505472719
121,121_binary_borders.png,0.550535919922048,0.25053927676191234,0.26261150610140477,0.14488267598602098,0.3021423446928465
122,122_binary_borders.png,0.5429178846664895,0.21481632055086589,0.2596116175314722,0.17703444832750873,0.2985950677690841
123,123_binary_borders.png,0.47205244042873595,0.08832982934841559,0.24029249564505603,0.1199201198202696,0.2301487213106193
124,124_binary_borders.png,0.44751528036141375,0.2860196915578444,0.34049355375273466,0.13519720419370942,0.3023064324664256
125,125_binary_borders.png,0.6873062273009124,0.21189318382446698,0.19047150229669427,0.5534697953070394,0.41078517718227825
126,126_binary_borders.png,0.2738949419789175,0.15705074749606868,0.39483567357285576,0.21887169246130803,0.2611632638772875
127,127_binary_borders.png,0.6041279121268491,0.18635279670092236,0.4141923699143568,0.3165252121817274,0.380299572730964
128,128_binary_borders.png,0.6746390291434139,0.2916855858806453,0.35410830682259603,0.4441337993010484,0.4411416802869259
129,129_binary_borders.png,0.7657011249889273,0.3349916304194171,0.3081331656146671,0.4437343984023964,0.46314007985635197
130,130_binary_borders.png,0.6829657188413499,0.3811480871636227,0.3724430476538057,0.4666999500748877,0.4758142009334165
131,131_binary_borders.png,0.315174063247409,0.08936708845619694,0.3250682936743043,0.060109835247129303,0.19742982015625987
132,132_binary_borders.png,0.553724864912747,0.43238160428983446,0.28231340430577406,0.11313030454318522,0.3453875445128852
133,133_binary_borders.png,0.4738240765346798,0.37236137413925235,0.3510447173852007,0.16844732900649026,0.3414193742664058
134,134_binary_borders.png,0.6472672513065816,0.25422006737185526,0.34572951963418186,0.23914128806789814,0.3715895315951292
135,135_binary_borders.png,0.6769421560811409,0.2888890767971888,0.39093677938338955,0.4491263105341987,0.4514735806989795
136,136_binary_borders.png,0.24324563734608912,0.44405305715552235,0.48534003113770147,0.363654518222666,0.38407331096549474
137,137_binary_borders.png,0.2986978474621313,0.41588634495213833,0.46105375136904314,0.27938092860708935,0.36375471809760057
138,138_binary_borders.png,0.49933563646027107,0.15525898000482205,0.2930542569491879,0.05142286570144783,0.24976793477893222
139,139_binary_borders.png,0.35308707591460714,0.05751283218733371,0.333470887126264,0.023165252121817276,0.19180901183750554
140,140_binary_borders.png,0.6568340862786783,0.15203443930515015,0.32470332475414704,0.5838242636045932,0.42934902848564216
141,141_binary_borders.png,0.013198688989281601,0.9884605371423636,0.980213340418867,0.7583624563155267,0.6850587557165098
142,142_binary_borders.png,0.130126671981575,0.8460373099177664,0.7973028590048021,0.5706440339490764,0.586027718713305
143,143_binary_borders.png,0.35707325715298077,0.0840189222372459,0.16815783349654556,0.03364952571143285,0.1607248846495513
144,144_binary_borders.png,0.4369740455310479,0.12554472359121926,0.3381562608168117,0.03804293559660509,0.234679491383921
145,145_binary_borders.png,0.5502701745061565,0.13475729780024137,0.34360312122310815,0.2751872191712431,0.32595445317518723
146,146_binary_borders.png,0.3861280892904597,0.2240997641524082,0.27790241479902045,0.011882176734897654,0.2250031112441965
147,147_binary_borders.png,0.46983789529630615,0.19991436748569338,0.34977304493034084,0.23744383424862706,0.31424228549024186
148,148_binary_borders.png,0.5468154840995659,0.3523117679846725,0.40452117819662453,0.18462306540189716,0.3720678739206901
149,149_binary_borders.png,0.6016476215785278,0.37488521243229017,0.3093737165519376,0.22446330504243633,0.37759246390129797
150,150_binary_borders.png,0.5592169368411728,0.429651484417856,0.39343069652747764,0.19321018472291562,0.39387732562735556
151,151_binary_borders.png,0.3748782000177164,0.44400183455583686,0.41295901812462166,0.015376934598102845,0.31180399682406945
152,152_binary_borders.png,0.5157232704402516,0.3298663136650374,0.28789808976832293,0.09326010983524713,0.3066869459272147
153,153_binary_borders.png,0.5029674904774559,0.3477463668881115,0.3316544341502691,0.10823764353469795,0.3226514837626336
154,154_binary_borders.png,0.7608291256975818,0.38464712310226695,0.5321958123410732,0.6299550673989016,0.5769067821349558
155,155_binary_borders.png,0.8468420586411551,0.4189897672624564,0.48198867171088894,0.7291063404892661,0.6192317095259416
156,156_binary_borders.png,0.3355478784657631,0.34770313432936895,0.46200592950621816,0.14038941587618572,0.321411589544384
157,157_binary_borders.png,0.4339622641509434,0.2594820457876873,0.21185119526551457,0.06520219670494258,0.24262442547727195
158,158_binary_borders.png,0.5206838515368943,0.04437894797153955,0.36942366092569856,0.11782326510234647,0.2630774313841197
159,159_binary_borders.png,0.46992647710160335,0.1120230490307057,0.3100566722437533,0.12770843734398402,0.2549286589300116
160,160_binary_borders.png,0.32296926211356186,0.11996024733990907,0.34814819959229043,0.13160259610584124,0.23067007628790065
